ProductName,CategoryID,SupplierID,QuantityPerUnit,UnitPrice,UnitsInStock,UnitsOnOrder,ReorderLevel,Discontinued
Producto Prueba 423,8,6,caja x 20,461.83,190,8,18,false
Producto Prueba 424,8,9,10 unidades,424.8,131,47,20,false
Producto Prueba 425,2,9,caja x 20,375.23,27,11,12,false
Producto Prueba 426,8,6,caja x 20,460.15,79,6,2,false
Producto Prueba 427,4,8,,170.03,243,19,24,false
Producto Prueba 428,3,8,12 - 500 g pkgs,154.71,114,5,17,false
Producto Prueba 429,4,1,caja x 20,197.06,146,50,0,false
Producto Prueba 430,1,1,paquete x 5,264.93,58,37,13,false
Producto Prueba 431,2,3,12 - 500 g pkgs,238.52,45,34,23,false
Producto Prueba 432,4,5,caja x 20,333.75,71,10,17,false
Producto Prueba 433,4,7,,249.89,43,46,18,false
Producto Prueba 434,6,1,12 - 500 g pkgs,37.73,14,48,4,false
Producto Prueba 435,2,9,caja x 20,461.47,43,50,15,false
Producto Prueba 436,2,3,,76.67,253,45,6,false
Producto Prueba 437,5,5,paquete x 5,129.29,11,16,7,false
Producto Prueba 438,2,3,paquete x 5,394.73,272,6,12,true
Producto Prueba 439,7,6,12 - 500 g pkgs,114.99,154,7,23,false
Producto Prueba 440,1,9,caja x 20,449.32,11,29,7,true
Producto Prueba 441,3,7,caja x 20,327.44,286,9,15,false
Producto Prueba 442,2,3,caja x 20,338.73,130,7,8,false
Producto Prueba 443,2,4,paquete x 5,444.66,67,2,11,false
Producto Prueba 444,7,8,paquete x 5,326.06,265,50,5,false
Producto Prueba 445,2,10,12 - 500 g pkgs,141.18,113,6,0,false
Producto Prueba 446,3,8,10 unidades,454.26,85,2,19,false
Producto Prueba 447,4,1,12 - 500 g pkgs,125.31,6,34,1,false
Producto Prueba 448,1,9,10 unidades,331.31,31,42,2,false
Producto Prueba 449,6,,10 unidades,17.12,107,50,2,false
Producto Prueba 450,2,6,caja x 20,90.0,13,24,20,false
Producto Prueba 451,1,9,,36.65,166,24,16,true
Producto Prueba 452,7,6,caja x 20,251.29,257,44,28,false
Producto Prueba 453,3,3,10 unidades,141.24,127,13,19,false
Producto Prueba 454,3,7,24 - 200 g pkgs,346.53,185,15,29,true
Producto Prueba 455,8,2,10 unidades,346.01,3,20,3,false
Producto Prueba 456,6,6,paquete x 5,422.12,218,28,7,false
Producto Prueba 457,1,10,paquete x 5,129.23,234,5,23,false
Producto Prueba 458,8,3,,336.32,1,7,25,false
Producto Prueba 459,2,4,10 unidades,17.15,271,37,7,false
Producto Prueba 460,1,1,12 - 500 g pkgs,381.34,267,30,17,false
Producto Prueba 461,1,5,10 unidades,349.48,45,31,19,false
Producto Prueba 462,7,8,24 - 200 g pkgs,249.59,67,15,23,false
Producto Prueba 463,2,2,,448.48,271,0,17,false
Producto Prueba 464,2,10,caja x 20,24.3,3,33,4,false
Producto Prueba 465,8,2,12 - 500 g pkgs,115.56,56,6,26,false
Producto Prueba 466,4,8,24 - 200 g pkgs,281.96,262,48,14,false
Producto Prueba 467,5,5,caja x 20,165.13,246,7,27,false
Producto Prueba 468,8,10,,368.29,144,26,9,false
Producto Prueba 469,3,9,12 - 500 g pkgs,230.65,8,9,21,false
Producto Prueba 470,5,1,12 - 500 g pkgs,309.42,299,12,12,false
Producto Prueba 471,6,10,caja x 20,56.95,17,2,20,false
Producto Prueba 472,2,3,,24.08,32,16,21,false
Producto Prueba 473,4,9,,242.7,0,15,23,false
Producto Prueba 474,4,7,,288.15,80,2,19,false
Producto Prueba 475,4,,24 - 200 g pkgs,286.13,42,14,28,false
Producto Prueba 476,8,,24 - 200 g pkgs,480.5,248,45,2,true
Producto Prueba 477,8,2,10 unidades,118.41,76,43,27,false
Producto Prueba 478,6,4,24 - 200 g pkgs,160.79,59,25,17,false
Producto Prueba 479,4,6,,482.84,227,34,16,false
Producto Prueba 480,4,7,12 - 500 g pkgs,84.12,23,10,19,false
Producto Prueba 481,1,9,24 - 200 g pkgs,278.45,171,23,14,false
Producto Prueba 482,1,5,12 - 500 g pkgs,491.93,39,42,9,false
Producto Prueba 483,8,9,12 - 500 g pkgs,498.49,73,4,27,false
Producto Prueba 484,7,2,caja x 20,438.2,294,32,12,false
Producto Prueba 485,5,10,12 - 500 g pkgs,419.81,119,3,8,false
Producto Prueba 486,8,9,12 - 500 g pkgs,7.62,84,22,19,false
Producto Prueba 487,4,7,,379.25,126,13,14,false
Producto Prueba 488,6,9,paquete x 5,81.78,139,30,28,false
Producto Prueba 489,5,4,24 - 200 g pkgs,65.27,66,47,19,false
Producto Prueba 490,2,7,24 - 200 g pkgs,171.19,243,43,25,false
Producto Prueba 491,1,10,caja x 20,454.43,192,2,30,false
Producto Prueba 492,6,1,12 - 500 g pkgs,496.46,184,22,4,true
Producto Prueba 493,2,8,paquete x 5,451.6,233,3,20,false
Producto Prueba 494,6,7,,291.81,181,42,26,false
Producto Prueba 495,2,9,12 - 500 g pkgs,61.23,207,4,2,false
Producto Prueba 496,1,8,10 unidades,489.09,17,46,17,false
Producto Prueba 497,6,10,caja x 20,451.06,108,1,13,false
Producto Prueba 498,3,6,,128.58,191,6,3,false
Producto Prueba 499,3,2,10 unidades,250.68,102,9,13,false
Producto Prueba 500,5,7,caja x 20,114.26,132,36,8,false
Producto Prueba 501,2,5,10 unidades,218.57,290,0,24,false
Producto Prueba 502,3,10,,1.76,295,36,2,false
Producto Prueba 503,5,2,10 unidades,247.98,248,3,8,true
Producto Prueba 504,2,5,24 - 200 g pkgs,202.73,198,20,24,false
Producto Prueba 505,5,4,24 - 200 g pkgs,123.87,299,13,2,false
Producto Prueba 506,7,8,12 - 500 g pkgs,443.3,67,43,3,false
Producto Prueba 507,8,6,,490.96,249,20,30,false
Producto Prueba 508,7,,24 - 200 g pkgs,434.18,285,31,5,false
Producto Prueba 509,3,7,12 - 500 g pkgs,273.56,203,34,12,false
Producto Prueba 510,7,2,24 - 200 g pkgs,207.41,128,15,11,false
Producto Prueba 511,8,2,paquete x 5,460.87,9,23,2,false
Producto Prueba 512,6,2,12 - 500 g pkgs,106.29,269,4,25,false
Producto Prueba 513,5,2,,427.04,64,29,10,true
Producto Prueba 514,5,4,12 - 500 g pkgs,341.98,81,44,22,false
Producto Prueba 515,5,1,24 - 200 g pkgs,242.86,212,35,23,false
Producto Prueba 516,8,10,caja x 20,368.84,133,27,29,false
Producto Prueba 517,3,2,10 unidades,267.62,11,11,12,false
Producto Prueba 518,5,7,caja x 20,157.01,234,21,29,true
Producto Prueba 519,7,8,caja x 20,199.99,5,9,23,false
Producto Prueba 520,7,5,paquete x 5,257.79,274,23,18,false
Producto Prueba 521,8,2,10 unidades,295.83,4,49,27,false
Producto Prueba 522,7,6,12 - 500 g pkgs,30.0,290,2,3,true
Producto Prueba 523,4,3,,335.15,143,28,3,false
Producto Prueba 524,2,6,,178.36,12,25,29,false
Producto Prueba 525,7,6,10 unidades,381.44,102,27,15,false
Producto Prueba 526,3,8,,436.95,121,13,0,false
Producto Prueba 527,7,5,paquete x 5,21.76,28,37,7,false
Producto Prueba 528,1,2,12 - 500 g pkgs,8.44,223,11,14,false
Producto Prueba 529,8,4,,463.59,13,4,19,false
Producto Prueba 530,1,1,24 - 200 g pkgs,464.98,13,5,25,false
Producto Prueba 531,6,7,24 - 200 g pkgs,409.36,150,10,30,false
Producto Prueba 532,7,9,caja x 20,358.22,53,7,15,false
Producto Prueba 533,3,6,10 unidades,385.44,208,34,21,false
Producto Prueba 534,8,4,paquete x 5,253.94,130,36,7,false
Producto Prueba 535,6,1,10 unidades,5.2,282,2,25,false
Producto Prueba 536,4,2,paquete x 5,69.61,90,18,17,false
Producto Prueba 537,8,3,caja x 20,311.94,161,2,8,false
Producto Prueba 538,5,,,413.54,298,16,0,false
Producto Prueba 539,6,5,12 - 500 g pkgs,463.25,162,20,20,false
Producto Prueba 540,7,6,12 - 500 g pkgs,171.56,197,10,12,true
Producto Prueba 541,1,2,,483.98,47,39,8,false
Producto Prueba 542,5,4,,369.57,138,48,11,false
Producto Prueba 543,7,8,,364.02,61,24,23,false
Producto Prueba 544,6,10,,390.15,22,22,4,false
Producto Prueba 545,5,5,caja x 20,152.57,48,3,20,false
Producto Prueba 546,2,3,12 - 500 g pkgs,433.96,280,12,0,false
Producto Prueba 547,6,7,12 - 500 g pkgs,432.92,239,19,16,false
Producto Prueba 548,2,3,24 - 200 g pkgs,369.99,218,44,22,false
Producto Prueba 549,3,2,10 unidades,464.15,55,11,30,false
Producto Prueba 550,8,3,10 unidades,57.62,239,4,13,false
Producto Prueba 551,2,6,12 - 500 g pkgs,16.04,48,28,12,false
Producto Prueba 552,4,2,10 unidades,2.48,28,0,9,false
Producto Prueba 553,7,4,12 - 500 g pkgs,167.02,215,42,18,false
Producto Prueba 554,7,2,paquete x 5,79.05,119,48,26,false
Producto Prueba 555,6,8,,132.62,21,12,17,false
Producto Prueba 556,4,7,paquete x 5,375.19,21,32,12,false
Producto Prueba 557,5,4,12 - 500 g pkgs,96.12,168,43,5,false
Producto Prueba 558,5,6,paquete x 5,187.56,200,23,29,false
Producto Prueba 559,6,5,24 - 200 g pkgs,393.66,110,43,9,false
Producto Prueba 560,2,10,caja x 20,142.11,69,23,15,false
Producto Prueba 561,4,8,,281.27,236,47,21,false
Producto Prueba 562,1,6,caja x 20,271.85,69,24,14,false
Producto Prueba 563,5,,10 unidades,57.41,59,7,9,true
Producto Prueba 564,8,3,,91.0,217,6,6,false
Producto Prueba 565,5,10,caja x 20,385.96,202,32,26,false
Producto Prueba 566,3,1,12 - 500 g pkgs,160.03,2,41,24,false
Producto Prueba 567,6,9,paquete x 5,123.03,47,36,9,false
Producto Prueba 568,4,10,caja x 20,149.82,242,20,22,false
Producto Prueba 569,8,4,12 - 500 g pkgs,39.31,98,21,30,false
Producto Prueba 570,3,,24 - 200 g pkgs,211.35,43,0,27,false
Producto Prueba 571,4,4,24 - 200 g pkgs,468.11,45,35,29,false
Producto Prueba 572,4,4,,79.57,80,41,8,false
Producto Prueba 573,2,3,24 - 200 g pkgs,120.09,26,39,27,false
Producto Prueba 574,5,10,10 unidades,40.49,135,34,8,false
Producto Prueba 575,8,8,,223.2,47,15,0,false
Producto Prueba 576,4,6,caja x 20,283.58,119,14,16,false
Producto Prueba 577,4,,,263.7,9,36,4,false
Producto Prueba 578,3,7,10 unidades,330.99,255,42,2,false
Producto Prueba 579,3,,,373.66,87,17,6,false
Producto Prueba 580,1,1,,254.24,185,49,5,false
Producto Prueba 581,6,1,10 unidades,114.59,75,29,21,false
Producto Prueba 582,5,9,caja x 20,429.24,296,39,0,false
Producto Prueba 583,4,9,10 unidades,357.97,16,29,3,false
Producto Prueba 584,5,6,12 - 500 g pkgs,61.62,259,13,16,false
Producto Prueba 585,5,1,caja x 20,141.0,289,12,2,false
Producto Prueba 586,5,9,,412.75,28,37,15,false
Producto Prueba 587,5,8,caja x 20,7.59,125,25,8,false
Producto Prueba 588,4,6,,483.21,87,47,28,true
Producto Prueba 589,6,,24 - 200 g pkgs,495.32,19,38,15,false
Producto Prueba 590,1,10,paquete x 5,137.82,72,4,8,false
Producto Prueba 591,4,,,362.7,179,27,3,false
Producto Prueba 592,5,6,10 unidades,465.27,160,18,28,false
Producto Prueba 593,1,5,12 - 500 g pkgs,485.86,247,49,21,false
Producto Prueba 594,7,2,12 - 500 g pkgs,58.43,123,19,22,false
Producto Prueba 595,1,2,paquete x 5,101.83,215,34,20,false
Producto Prueba 596,6,1,24 - 200 g pkgs,285.08,206,36,12,false
Producto Prueba 597,5,3,paquete x 5,65.44,223,7,0,true
Producto Prueba 598,1,7,,388.82,134,20,3,false
Producto Prueba 599,5,3,,183.46,236,0,10,false
Producto Prueba 600,5,5,10 unidades,351.28,36,1,27,false
Producto Prueba 601,5,7,12 - 500 g pkgs,211.33,33,36,20,false
Producto Prueba 602,3,6,,9.81,194,50,28,false
Producto Prueba 603,7,3,10 unidades,91.85,85,3,21,false
Producto Prueba 604,5,6,12 - 500 g pkgs,67.82,211,29,5,true
Producto Prueba 605,7,9,paquete x 5,116.6,286,39,18,false
Producto Prueba 606,5,3,12 - 500 g pkgs,354.14,87,12,22,false
Producto Prueba 607,2,4,caja x 20,320.7,19,34,14,false
Producto Prueba 608,4,3,paquete x 5,201.36,97,31,15,false
Producto Prueba 609,2,6,24 - 200 g pkgs,34.38,200,42,24,true
Producto Prueba 610,1,2,12 - 500 g pkgs,136.06,16,37,16,false
Producto Prueba 611,1,7,paquete x 5,73.07,22,37,20,false
Producto Prueba 612,5,5,caja x 20,105.22,262,1,30,false
Producto Prueba 613,2,,24 - 200 g pkgs,228.55,194,50,3,false
Producto Prueba 614,1,9,24 - 200 g pkgs,111.34,263,46,22,false
Producto Prueba 615,5,,,410.88,254,16,23,false
Producto Prueba 616,1,7,,142.79,14,46,11,false
Producto Prueba 617,4,6,10 unidades,63.31,212,27,4,false
Producto Prueba 618,2,6,12 - 500 g pkgs,112.66,292,32,28,false
Producto Prueba 619,5,9,,227.13,207,27,1,false
Producto Prueba 620,2,10,12 - 500 g pkgs,65.64,111,1,10,true
Producto Prueba 621,2,,caja x 20,276.01,35,23,16,false
Producto Prueba 622,7,6,12 - 500 g pkgs,209.66,269,4,5,false
Producto Prueba 623,6,2,12 - 500 g pkgs,222.2,222,23,9,false
Producto Prueba 624,3,2,,76.24,118,18,0,false
Producto Prueba 625,6,5,,102.7,40,11,1,false
Producto Prueba 626,4,3,caja x 20,118.42,48,39,28,false
Producto Prueba 627,3,3,24 - 200 g pkgs,293.77,139,7,18,false
Producto Prueba 628,6,4,caja x 20,98.43,219,50,0,false
Producto Prueba 629,5,,,92.09,288,8,7,false
Producto Prueba 630,4,10,caja x 20,271.48,129,27,7,false
Producto Prueba 631,4,10,caja x 20,365.2,182,35,7,false
Producto Prueba 632,5,10,,11.75,97,36,30,false
Producto Prueba 633,1,6,paquete x 5,254.98,287,17,10,false
Producto Prueba 634,5,1,12 - 500 g pkgs,85.36,26,19,8,false
Producto Prueba 635,7,7,12 - 500 g pkgs,284.12,283,6,14,true
Producto Prueba 636,8,1,paquete x 5,264.6,197,48,14,false
Producto Prueba 637,8,9,paquete x 5,208.98,223,10,5,false
Producto Prueba 638,7,8,12 - 500 g pkgs,26.26,266,16,21,false
Producto Prueba 639,2,6,caja x 20,5.06,92,32,10,true
Producto Prueba 640,5,2,12 - 500 g pkgs,419.4,258,0,27,false
Producto Prueba 641,3,10,24 - 200 g pkgs,446.05,125,41,5,false
Producto Prueba 642,7,3,10 unidades,455.92,225,3,10,true
Producto Prueba 643,3,2,,330.31,91,46,22,false
Producto Prueba 644,5,8,12 - 500 g pkgs,452.42,122,10,13,false
Producto Prueba 645,3,3,,431.82,278,2,26,false
Producto Prueba 646,2,1,12 - 500 g pkgs,318.88,83,27,12,false
Producto Prueba 647,6,,10 unidades,146.78,275,17,3,false
Producto Prueba 648,2,3,,222.59,97,34,23,false
Producto Prueba 649,8,1,paquete x 5,349.36,67,5,15,false
Producto Prueba 650,5,10,12 - 500 g pkgs,312.13,150,48,17,false
Producto Prueba 651,6,1,paquete x 5,385.29,89,1,6,false
Producto Prueba 652,1,10,paquete x 5,263.41,43,9,25,false
Producto Prueba 653,2,6,caja x 20,434.14,216,1,23,false
Producto Prueba 654,7,1,10 unidades,241.48,246,1,4,false
Producto Prueba 655,8,2,10 unidades,44.21,16,27,20,true
Producto Prueba 656,7,2,24 - 200 g pkgs,267.42,124,19,17,false
Producto Prueba 657,4,2,caja x 20,363.69,188,3,30,false
Producto Prueba 658,6,,caja x 20,309.22,167,35,1,false
Producto Prueba 659,3,9,caja x 20,412.72,192,29,22,false
Producto Prueba 660,4,9,12 - 500 g pkgs,426.71,146,42,5,false
Producto Prueba 661,6,1,10 unidades,437.51,14,37,4,false
Producto Prueba 662,7,1,10 unidades,29.38,247,18,3,false
Producto Prueba 663,7,3,paquete x 5,389.67,147,44,22,false
Producto Prueba 664,7,7,caja x 20,344.01,159,32,28,false
Producto Prueba 665,1,1,24 - 200 g pkgs,431.15,119,0,25,false
Producto Prueba 666,5,6,paquete x 5,405.28,180,16,17,false
Producto Prueba 667,8,6,paquete x 5,77.8,289,27,12,false
Producto Prueba 668,2,5,,225.87,141,22,5,false
Producto Prueba 669,8,7,,334.48,135,6,25,false
Producto Prueba 670,8,1,paquete x 5,348.07,195,29,28,false
Producto Prueba 671,5,7,caja x 20,293.04,76,32,9,false
Producto Prueba 672,2,6,caja x 20,257.62,76,4,24,false
Producto Prueba 673,7,7,10 unidades,54.23,114,33,6,false
Producto Prueba 674,7,5,10 unidades,102.45,50,2,27,true
Producto Prueba 675,2,2,24 - 200 g pkgs,37.24,47,5,6,false
Producto Prueba 676,5,5,12 - 500 g pkgs,443.61,15,7,18,false
Producto Prueba 677,2,8,,12.57,38,1,24,false
Producto Prueba 678,2,4,10 unidades,425.75,287,13,0,false
Producto Prueba 679,2,8,10 unidades,166.82,212,6,0,false
Producto Prueba 680,1,7,10 unidades,324.99,176,29,1,false
Producto Prueba 681,8,5,10 unidades,475.12,8,40,0,false
Producto Prueba 682,1,6,caja x 20,243.69,95,34,26,false
Producto Prueba 683,6,10,paquete x 5,80.67,135,10,16,false
Producto Prueba 684,4,2,caja x 20,490.34,89,32,30,false
Producto Prueba 685,2,5,12 - 500 g pkgs,69.21,104,45,24,false
Producto Prueba 686,7,3,12 - 500 g pkgs,376.54,3,30,25,false
Producto Prueba 687,2,10,caja x 20,51.68,92,35,14,false
Producto Prueba 688,2,6,,16.08,161,37,26,false
Producto Prueba 689,2,5,,392.23,216,15,16,false
Producto Prueba 690,4,5,12 - 500 g pkgs,328.24,138,26,28,false
Producto Prueba 691,1,10,10 unidades,88.68,223,20,11,false
Producto Prueba 692,7,4,caja x 20,143.25,78,11,9,false
Producto Prueba 693,6,6,paquete x 5,336.0,216,39,30,false
Producto Prueba 694,5,7,10 unidades,71.34,40,47,23,false
Producto Prueba 695,3,9,,59.8,14,11,16,false
Producto Prueba 696,5,10,24 - 200 g pkgs,180.57,204,2,2,false
Producto Prueba 697,2,2,paquete x 5,422.65,98,30,3,false
Producto Prueba 698,3,10,12 - 500 g pkgs,436.46,253,5,8,false
Producto Prueba 699,3,4,paquete x 5,146.88,1,47,4,false
Producto Prueba 700,8,1,10 unidades,33.02,263,29,1,false
Producto Prueba 701,5,7,12 - 500 g pkgs,273.08,267,35,1,false
Producto Prueba 702,5,,caja x 20,128.39,287,23,22,false
Producto Prueba 703,3,10,12 - 500 g pkgs,379.37,207,29,24,false
Producto Prueba 704,5,1,paquete x 5,413.56,139,31,15,false
Producto Prueba 705,1,9,caja x 20,378.7,177,39,1,false
Producto Prueba 706,5,4,10 unidades,419.71,120,41,18,false
Producto Prueba 707,8,10,10 unidades,302.4,248,48,18,false
Producto Prueba 708,6,3,10 unidades,422.36,141,9,27,false
Producto Prueba 709,8,1,24 - 200 g pkgs,84.67,272,33,16,false
Producto Prueba 710,5,1,24 - 200 g pkgs,236.07,290,28,7,false
Producto Prueba 711,6,2,,174.88,148,18,28,false
Producto Prueba 712,8,9,paquete x 5,43.24,89,31,17,false
Producto Prueba 713,8,4,caja x 20,224.33,148,8,11,false
Producto Prueba 714,2,5,paquete x 5,164.92,122,15,18,false
Producto Prueba 715,1,8,10 unidades,399.65,160,18,20,false
Producto Prueba 716,2,7,paquete x 5,482.2,206,13,19,false
Producto Prueba 717,7,3,10 unidades,387.72,188,47,26,false
Producto Prueba 718,4,4,12 - 500 g pkgs,443.29,115,16,3,false
Producto Prueba 719,5,5,,387.52,162,37,9,false
Producto Prueba 720,5,9,10 unidades,395.65,34,50,22,true
Producto Prueba 721,3,2,,54.72,125,30,10,false
Producto Prueba 722,8,10,caja x 20,208.27,99,25,0,false
Producto Prueba 723,3,3,caja x 20,59.72,262,45,21,false
Producto Prueba 724,1,1,,142.8,233,31,8,false
Producto Prueba 725,1,8,,447.84,118,25,22,false
Producto Prueba 726,1,10,10 unidades,202.75,89,22,3,false
Producto Prueba 727,3,1,10 unidades,57.01,18,13,6,false
Producto Prueba 728,2,10,10 unidades,331.94,236,3,0,false
Producto Prueba 729,6,7,paquete x 5,75.77,29,25,15,false
Producto Prueba 730,8,10,,371.29,145,6,14,false
Producto Prueba 731,1,7,12 - 500 g pkgs,485.5,200,36,18,false
Producto Prueba 732,6,2,,364.46,208,38,5,false
Producto Prueba 733,4,3,24 - 200 g pkgs,283.69,253,36,15,false
Producto Prueba 734,7,9,caja x 20,55.02,128,15,29,true
Producto Prueba 735,5,8,paquete x 5,491.87,131,23,0,true
Producto Prueba 736,3,6,10 unidades,477.58,219,13,19,false
Producto Prueba 737,1,5,10 unidades,346.08,246,1,6,false
Producto Prueba 738,2,2,,216.49,136,24,30,false
Producto Prueba 739,3,1,24 - 200 g pkgs,290.15,15,42,14,false
Producto Prueba 740,1,1,24 - 200 g pkgs,478.45,64,23,3,false
Producto Prueba 741,2,9,paquete x 5,276.24,44,38,9,false
Producto Prueba 742,8,6,paquete x 5,259.31,53,39,21,false
Producto Prueba 743,5,6,10 unidades,412.53,171,5,29,false
Producto Prueba 744,4,9,caja x 20,345.59,229,1,19,false
Producto Prueba 745,5,1,24 - 200 g pkgs,92.98,77,44,25,false
Producto Prueba 746,2,6,caja x 20,142.81,221,29,15,false
Producto Prueba 747,6,9,caja x 20,57.45,64,29,30,false
Producto Prueba 748,7,8,paquete x 5,139.8,272,30,22,false
Producto Prueba 749,1,10,paquete x 5,348.09,108,47,21,false
Producto Prueba 750,7,5,10 unidades,153.62,67,18,26,true
Producto Prueba 751,8,4,10 unidades,38.42,29,35,23,false
Producto Prueba 752,5,1,12 - 500 g pkgs,125.7,1,32,6,false
Producto Prueba 753,7,6,,205.98,262,46,29,false
Producto Prueba 754,7,10,24 - 200 g pkgs,171.25,261,18,26,false
Producto Prueba 755,5,5,10 unidades,362.27,176,4,25,false
Producto Prueba 756,6,9,24 - 200 g pkgs,53.69,112,26,2,false
Producto Prueba 757,1,8,paquete x 5,359.87,259,31,7,false
Producto Prueba 758,6,3,caja x 20,423.54,263,47,2,false
Producto Prueba 759,6,3,10 unidades,446.97,168,35,8,false
Producto Prueba 760,3,9,,220.52,143,1,25,false
Producto Prueba 761,5,6,paquete x 5,439.51,140,1,11,false
Producto Prueba 762,3,3,,304.72,61,21,1,false
Producto Prueba 763,1,4,12 - 500 g pkgs,68.47,121,47,21,false
Producto Prueba 764,8,3,24 - 200 g pkgs,1.39,51,8,27,false
Producto Prueba 765,5,,12 - 500 g pkgs,443.84,168,26,18,false
Producto Prueba 766,2,5,24 - 200 g pkgs,474.56,118,50,26,false
Producto Prueba 767,3,5,caja x 20,179.47,26,50,9,false
Producto Prueba 768,4,9,12 - 500 g pkgs,17.59,60,38,17,false
Producto Prueba 769,6,,,71.31,110,38,24,false
Producto Prueba 770,4,5,caja x 20,121.73,86,28,16,true
Producto Prueba 771,3,1,12 - 500 g pkgs,477.9,3,32,23,false
Producto Prueba 772,5,2,paquete x 5,51.19,127,10,15,false
Producto Prueba 773,2,5,,338.05,159,8,29,false
Producto Prueba 774,1,3,24 - 200 g pkgs,79.94,168,8,16,false
Producto Prueba 775,8,5,12 - 500 g pkgs,82.74,218,8,8,false
Producto Prueba 776,4,5,24 - 200 g pkgs,106.18,294,32,27,false
Producto Prueba 777,1,8,caja x 20,294.61,226,25,3,false
Producto Prueba 778,6,7,12 - 500 g pkgs,312.24,127,7,2,false
Producto Prueba 779,8,4,12 - 500 g pkgs,76.15,20,2,9,false
Producto Prueba 780,7,6,,140.45,291,15,6,false
Producto Prueba 781,5,7,24 - 200 g pkgs,52.13,185,50,0,false
Producto Prueba 782,6,5,caja x 20,227.06,147,15,11,false
Producto Prueba 783,1,10,24 - 200 g pkgs,35.47,22,4,3,false
Producto Prueba 784,6,2,10 unidades,284.0,51,33,11,false
Producto Prueba 785,6,1,12 - 500 g pkgs,325.39,49,25,14,false
Producto Prueba 786,6,1,caja x 20,293.01,262,8,7,false
Producto Prueba 787,3,8,,217.07,68,22,30,false
Producto Prueba 788,6,1,24 - 200 g pkgs,252.19,32,7,24,false
Producto Prueba 789,7,3,12 - 500 g pkgs,423.6,227,10,25,false
Producto Prueba 790,5,9,caja x 20,334.95,136,1,6,false
Producto Prueba 791,3,,,321.98,184,39,10,true
Producto Prueba 792,7,,10 unidades,297.93,87,18,23,false
Producto Prueba 793,3,6,caja x 20,222.86,147,0,18,false
Producto Prueba 794,7,8,caja x 20,380.95,243,28,24,false
Producto Prueba 795,6,6,,438.09,241,7,13,false
Producto Prueba 796,1,1,caja x 20,299.1,82,50,15,false
Producto Prueba 797,1,8,24 - 200 g pkgs,248.01,73,38,18,false
Producto Prueba 798,2,9,24 - 200 g pkgs,432.04,122,4,22,false
Producto Prueba 799,7,6,10 unidades,243.92,278,50,6,false
